state,district,cluster,cluster_name,total_enrolments,total_demographic_updates,total_biometric_updates,updates_per_1000,mobility_indicator,digital_instability_index,saturation_ratio,enrolment_volatility_index,update_burden_index
Bihar,Sheikhpura,1,Low Activity Rural,412.0,3605.0,3376.0,44500.721928005536,0.2650555685145836,0.21117792287592074,1.4879128264208907,0.8550768977625809,398469387761.8456
Bihar,Sheikpura,0,High Activity Urban,4.0,33.0,22.0,2222.222222222222,0.0785714285691627,0.06904761904554364,1.4725,0.3546691242823313,20000000000.357143
Bihar,Sheohar,1,Low Activity Rural,405.0,2743.0,4756.0,72819.70142723504,0.3062661049278649,0.23298240783549484,1.4856363636363636,0.8440624299264154,683428571434.7683
Bihar,Sitamarhi,2,Moderate Balanced,5104.0,15749.0,22576.0,68037.90647587758,0.28585753037069594,0.22111188067496285,1.4972534940755844,0.6569393229675873,636049382722.0264
Bihar,Siwan,2,Moderate Balanced,2340.0,10656.0,11900.0,23166.318310727278,0.2785093309576601,0.21468150215184179,1.498968105065666,0.5660781092924451,196985294122.7544
Bihar,Supaul,2,Moderate Balanced,1419.0,13662.0,15923.0,67198.44623695723,0.30312133225994714,0.23619723801250544,1.4982649842271294,0.5369716723248037,632522522528.012
Bihar,Vaishali,2,Moderate Balanced,2075.0,14820.0,15639.0,41259.438644463116,0.2941054721859313,0.22831470273575274,1.4987414187643022,0.5478256391975105,372119205303.6783
Bihar,West Champaran,2,Moderate Balanced,3177.0,23726.0,14193.0,70957.01755582576,0.3224134964626251,0.24987342746966887,1.4977459016393442,0.5063852508851507,639795918376.4221
Chandigarh,Chandigarh,1,Low Activity Rural,338.0,8892.0,9799.0,60707.67486408631,0.23882570066075937,0.19102219521466746,1.497876447876448,0.5618119768784545,577416974174.3696
Chandigarh,Rupnagar,0,High Activity Urban,1.0,3.0,3.0,857.1428571428571,0.0,0.0,1.3166666666666667,0.24099994456729615,8571428571.428572
Chhattisgarh,Balod,1,Low Activity Rural,191.0,5089.0,9148.0,94927.16603076772,0.27772028482157274,0.21401682162041125,1.4951127819548873,0.5079712991566895,837627118662.6309
Chhattisgarh,Baloda Bazar,2,Moderate Balanced,448.0,15978.0,23287.0,140900.94534317224,0.29851077128166914,0.2291087028168106,1.4975555555555555,0.49716704895705116,1323613445391.6763
Chhattisgarh,Balrampur,1,Low Activity Rural,758.0,2538.0,2741.0,25427.290643491677,0.3403643469427559,0.260941107927116,1.4923611111111112,0.8156409359835588,175416666678.6029
Chhattisgarh,Bastar,2,Moderate Balanced,1067.0,10405.0,11336.0,112506.42762087146,0.26293569217788726,0.20305769397650347,1.4944907407407406,0.7738563458868112,1064539007099.8677
Chhattisgarh,Bemetara,2,Moderate Balanced,504.0,8536.0,22645.0,195934.81958394748,0.3042715954967672,0.23389268771943736,1.4954918032786884,0.5713415054745322,1879302325592.3496
Chhattisgarh,Bijapur,1,Low Activity Rural,610.0,1117.0,2799.0,21897.27921362371,0.2532509941392209,0.1917606274790582,1.4933734939759036,0.930955554455426,193837209305.7538
Chhattisgarh,Bilaspur,2,Moderate Balanced,983.0,13618.0,21718.0,67664.34566797441,0.3003777577096615,0.23315370634619398,1.4970955249569706,0.5884284297736553,601820809259.232
Chhattisgarh,Dakshin Bastar Dantewada,1,Low Activity Rural,255.0,568.0,1971.0,16471.21493275237,0.1961875018247441,0.152965141266422,1.4921666666666666,0.5608761659559729,137572815538.38464
Chhattisgarh,Dantewada,0,High Activity Urban,87.0,387.0,1934.0,31140.438319850087,0.12521695950935374,0.09784734219886207,1.4908333333333335,0.4594762701031471,299384615386.4299
Chhattisgarh,Dhamtari,2,Moderate Balanced,285.0,9579.0,15675.0,134888.21588311845,0.2162272032182144,0.17210048268443487,1.4953246753246754,0.5727290375179508,1295582822093.8684
Chhattisgarh,Durg,1,Low Activity Rural,351.0,3622.0,18004.0,56752.566655058064,0.2454421222668481,0.18976307739991238,1.4965188241361527,0.49642838492280805,502783505165.3914
Chhattisgarh,Gariyaband,1,Low Activity Rural,202.0,2921.0,5417.0,31482.47752508316,0.1517166530885788,0.12098367186543622,1.4973039215686275,0.45305160280786105,287699530520.7717
Chhattisgarh,Gaurela-pendra-marwahi,1,Low Activity Rural,31.0,520.0,576.0,21132.2695035461,0.2404216242333536,0.18713865584530662,1.4872093023255815,0.35498636766030606,200000000001.86523
Chhattisgarh,Gaurella Pendra Marwahi,0,High Activity Urban,352.0,0.0,0.0,0.0,0.0,0.0,0.95,0.3931940249456982,0.0
Chhattisgarh,Janjgir - Champa,0,High Activity Urban,5.0,21.0,37.0,3046.296296296296,0.03703703703580247,0.03703703703580247,1.465625,0.3607810873548499,29444444444.61111
Chhattisgarh,Janjgir Champa,0,High Activity Urban,3.0,33.0,16.0,1385.7142857142858,0.02857142857047619,0.02857142857047619,1.4838235294117648,0.15879801511383837,13714285714.314285
Chhattisgarh,Janjgir-champa,2,Moderate Balanced,567.0,14645.0,20661.0,102537.27328432126,0.31954954296573684,0.24836344085416742,1.4978846153846153,0.48334242150657175,919963099648.5205
Chhattisgarh,Jashpur,1,Low Activity Rural,320.0,4795.0,11008.0,64905.69382758162,0.2890840134673716,0.2250563408966193,1.4969101123595505,0.5180007125159152,568494623669.0087
Chhattisgarh,Kabeerdham,1,Low Activity Rural,117.0,965.0,3700.0,74827.49915569065,0.233642259998006,0.18426907555591734,1.4797777777777779,0.7223812068743318,680638297882.3596
Chhattisgarh,Kanker,1,Low Activity Rural,212.0,3903.0,5467.0,42933.47041847042,0.28518402759672656,0.21893327473322097,1.49683908045977,0.4131619243874074,390000000006.408
Chhattisgarh,Kawardha,2,Moderate Balanced,240.0,7205.0,5463.0,171873.43646992065,0.2966519055479189,0.23218294478410048,1.4811298076923076,0.7352887417224281,1651509433970.4346
Chhattisgarh,Khairagarh Chhuikhadan Gandai,1,Low Activity Rural,28.0,473.0,172.0,13521.666666666666,0.31211896547132445,0.23572466900820416,1.4855263157894738,0.46442235231174334,116000000003.58125
Chhattisgarh,Kondagaon,4,Oversaturated Stable,298.0,20474.0,9940.0,310588.47301439,0.30295488520755215,0.23253542135539065,1.493236074270557,0.8026539384887235,3056483516490.7354
Chhattisgarh,Korba,1,Low Activity Rural,426.0,6350.0,11150.0,67834.1469601637,0.2404881431329333,0.18570176362432683,1.4972081218274111,0.6133611000324342,631626794265.7544
Chhattisgarh,Koriya,1,Low Activity Rural,162.0,2367.0,4780.0,29420.320671621248,0.17570689824339905,0.1420270680138092,1.4967261904761904,0.49762954717108754,249942196538.90738
Chhattisgarh,Mahasamund,4,Oversaturated Stable,475.0,19487.0,12326.0,290431.16798621055,0.2821854550642003,0.2202465508577274,1.493820224719101,0.5722199207508816,2817934782619.6064
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1,Low Activity Rural,71.0,805.0,49.0,6854.143441099963,0.22925311331360232,0.1805479977997299,1.4920289855072464,0.5661891111170357,40289855077.38696
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,0,High Activity Urban,2.0,21.0,10.0,1631.578947368421,0.01754385964853801,0.01754385964853801,1.4633333333333334,0.16981616836165708,16315789473.68421
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1,Low Activity Rural,38.0,1168.0,434.0,26331.439393939392,0.29908085599104345,0.23609099279605406,1.4789634146341464,0.41522074504750145,207500000009.64206
Chhattisgarh,Mungeli,4,Oversaturated Stable,344.0,8124.0,11335.0,207610.9714911286,0.30380717041697414,0.23374287526617216,1.485677749360614,0.678748915487949,1983972602752.0522
Chhattisgarh,Narayanpur,4,Oversaturated Stable,103.0,1759.0,3334.0,240021.36189403993,0.2958513876238129,0.23070784507254669,1.4665343915343916,0.7091568419541566,2361052631583.569
Chhattisgarh,Raigarh,2,Moderate Balanced,399.0,9678.0,26300.0,129162.77039879313,0.3121929540314332,0.2365237354718372,1.495414201183432,0.5917054472726333,1177545454563.1614
Chhattisgarh,Raipur,2,Moderate Balanced,1374.0,12245.0,26404.0,58038.95876320355,0.25333258980598344,0.19609492406816192,1.498658536585366,0.7075894194471253,533501199047.4581
Chhattisgarh,Rajnandgaon,2,Moderate Balanced,542.0,12454.0,17933.0,141177.26140651802,0.34029761498154476,0.26152494996744596,1.4961656441717792,0.5483914545216441,1296235294136.6855
Chhattisgarh,Sakti,1,Low Activity Rural,56.0,1096.0,830.0,16716.171617161715,0.2862710403250187,0.2204830999843964,1.4942708333333332,0.3955168602730602,152475247527.38812
Chhattisgarh,Sarangarh-Bilaigarh,1,Low Activity Rural,30.0,876.0,141.0,10982.456140350876,0.29787437315250925,0.23704653956143476,1.4921428571428572,0.30630911007933137,90657894740.45175
Chhattisgarh,Sukma,1,Low Activity Rural,98.0,975.0,2240.0,49401.552309479135,0.3242824758950339,0.2505493268485694,1.48625,0.6249167410344516,366097560997.4738
Chhattisgarh,Surajpur,1,Low Activity Rural,218.0,3069.0,6291.0,64452.41666666667,0.30428629052439166,0.2348080986249905,1.4942708333333332,0.49967943757854805,564300000011.4882
Chhattisgarh,Surguja,2,Moderate Balanced,486.0,12748.0,14173.0,142111.460392702,0.2774581211695743,0.2154660670009365,1.4934057971014494,0.627979893210648,1350939597324.8127
Chhattisgarh,Uttar Bastar Kanker,1,Low Activity Rural,111.0,1837.0,3152.0,24069.288389513105,0.2293059306214572,0.17051950881922828,1.4963235294117647,0.41532995524623567,214438202251.9462
Dadra & Nagar Haveli,Dadra & Nagar Haveli,0,High Activity Urban,2.0,20.0,13.0,2700.0,0.13333333332944444,0.13333333332944444,1.4449999999999998,0.31138024874233183,21000000001.2
Dadra and Nagar Haveli,Dadra and Nagar Haveli,1,Low Activity Rural,60.0,1043.0,4664.0,95803.12791783382,0.2353427359114627,0.1831371609517027,1.4854651162790697,0.7162239121110892,907254901968.2904
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,0,High Activity Urban,11.0,222.0,636.0,23848.484848484848,0.17984054578686043,0.13850598634923164,1.4791666666666667,0.29175757667308894,226666666668.54544
Dadra and Nagar Haveli and Daman and Diu,Daman,0,High Activity Urban,8.0,82.0,11.0,4383.333333333334,0.1237402915694172,0.09991962694009504,1.4676470588235293,0.33982334728529195,42500000000.21667
Dadra and Nagar Haveli and Daman and Diu,Diu,0,High Activity Urban,1.0,11.0,4.0,1363.6363636363637,0.022727272726704547,0.022727272726704547,0.95,0.23463887977722797,13636363636.363636
Daman & Diu,Daman,0,High Activity Urban,4.0,54.0,67.0,4681.818181818182,0.10040338449244457,0.0859897678062625,1.4710526315789474,0.1420033757087104,38636363638.0
Daman & Diu,Diu,0,High Activity Urban,1.0,20.0,94.0,5380.952380952381,0.03174603174497354,0.03174603174497354,0.95,0.05849498705500773,53333333333.42857
Daman and Diu,Daman,0,High Activity Urban,1.0,56.0,265.0,13869.565217391304,0.10427181513903915,0.08827911219005004,1.4676470588235293,0.28828575099551484,137826086956.69565
Daman and Diu,Diu,0,High Activity Urban,5.0,37.0,117.0,5820.0,0.07599999999784667,0.06799999999800667,1.4770833333333335,0.21037553833879583,54800000000.68
Darbhanga,Near University Thana,3,High Mobility Transient,0.0,1.0,0.0,1000.0,0.0,0.0,,0.0,10000000000.0
Delhi,Central Delhi,1,Low Activity Rural,629.0,2906.0,7638.0,52968.399547585344,0.28390899755617444,0.22189785079582064,1.4954918032786884,0.6782457683635249,481587301594.30817
Delhi,East Delhi,4,Oversaturated Stable,1095.0,20459.0,20138.0,272967.5254564205,0.29609293980699936,0.22700232184351823,1.495045045045045,0.7127210939018112,2667168141600.721
Delhi,Najafgarh,1,Low Activity Rural,4.0,19.0,221.0,26166.666666666668,0.17592592592091047,0.17592592592091047,1.421875,0.279694996259781,256666666667.66666
Delhi,New Delhi,1,Low Activity Rural,122.0,757.0,557.0,25742.753623188408,0.19285307909473112,0.1451256835000942,1.4877777777777779,0.46123302672273386,240434782611.60144
Delhi,North Delhi,1,Low Activity Rural,305.0,2026.0,5349.0,95809.78628289948,0.3109714882296687,0.23734555606283916,1.4837535014005603,0.5850549705381969,892075471707.1439
Delhi,North East,1,Low Activity Rural,209.0,793.0,5130.0,139455.37414965985,0.31641878501061366,0.2437244458660739,1.4838235294117648,0.6207661711362779,1343714285720.7776
Delhi,North East Delhi,4,Oversaturated Stable,740.0,20173.0,32094.0,754639.3902624106,0.294702578553785,0.22791013208573394,1.4901785714285716,0.776347497749955,7492622950826.009
Delhi,North West Delhi,4,Oversaturated Stable,2140.0,36472.0,45682.0,268369.14227917313,0.31579148633131326,0.24573629982608594,1.4975,0.7487734325753106,2613348416298.8545
Delhi,Shahdara,1,Low Activity Rural,64.0,5491.0,1081.0,115572.68518518518,0.30063684401185464,0.22888023881332006,1.4888571428571427,0.6633865118380984,1136296296299.2505
Delhi,South Delhi,2,Moderate Balanced,1493.0,16948.0,26803.0,122330.97962967717,0.3219275394099736,0.24957867163079062,1.4980215827338128,0.724626811340501,1175789473691.0369
Delhi,South East Delhi,1,Low Activity Rural,2.0,83.0,91.0,15818.181818181818,0.25666896234834363,0.20471763085200906,1.4214285714285713,0.47910745051300785,158181818181.81818
Delhi,South West Delhi,2,Moderate Balanced,1550.0,16084.0,17248.0,64555.72105670108,0.2675501911534253,0.2066434800511447,1.4982704402515723,0.6588199406212906,606778115507.4297
Delhi,West Delhi,2,Moderate Balanced,2397.0,18396.0,18163.0,153036.2346157764,0.31541570513475564,0.243474605763221,1.4949074074074074,1.0379483737732456,1468070175446.844
Goa,Bardez,3,High Mobility Transient,0.0,2.0,8.0,1428.5714285714287,0.0,0.0,,0.076134101431599,14285714285.714285
Goa,Bicholim,3,High Mobility Transient,0.0,1.0,0.0,1000.0,0.0,0.0,,0.0,10000000000.0
Goa,North Goa,0,High Activity Urban,151.0,2427.0,5106.0,13283.333333333332,0.16300304352221037,0.13289772408307995,1.4987060041407867,0.30006027242190664,122086614175.18353
Goa,South Goa,0,High Activity Urban,127.0,1539.0,2999.0,10756.750465549349,0.16781638424809264,0.1351294288773849,1.4984149855907782,0.3410407847390653,97094972068.85321
Gujarat,Ahmadabad,0,High Activity Urban,907.0,719.0,1645.0,5646.675651392633,0.0824865909753782,0.07025443110188456,1.4978720521852045,0.31079152724122616,51778975742.0638
Gujarat,Ahmedabad,2,Moderate Balanced,2462.0,26774.0,46806.0,58975.10240391966,0.2732420594551261,0.21118840583984924,1.4990245711686736,0.525395606982285,550475206617.431
Gujarat,Amreli,1,Low Activity Rural,598.0,2318.0,5044.0,12319.53785103785,0.20795840774173224,0.16207681114443281,1.4986180904522615,0.4477800411777755,105550000002.90659
Gujarat,Anand,1,Low Activity Rural,696.0,4970.0,12452.0,20495.115121863375,0.17750484147713708,0.14270068404084288,1.499197080291971,0.5394397973213899,190265734268.1799
Gujarat,Arvalli,0,High Activity Urban,206.0,1162.0,2342.0,13751.070525718413,0.15612202829957036,0.12695705733948875,1.4952134146341465,0.4819087284464866,125164319250.97711
Gujarat,Banas Kantha,0,High Activity Urban,640.0,34.0,34.0,1303.4188034188035,0.023504273503685898,0.023504273503685898,1.4826084351785285,0.47245464746674454,9743589744.192308
Gujarat,Banaskantha,2,Moderate Balanced,1984.0,5442.0,14370.0,36678.42060401855,0.2774402334847826,0.21304187267709176,1.4983076923076923,0.6411519599696625,329907975465.39496
Gujarat,Bharuch,1,Low Activity Rural,446.0,5032.0,7165.0,21591.23688191912,0.20040839793925908,0.15875552236887552,1.498744292237443,0.5072868185632101,197511013218.84857
Gujarat,Bhavnagar,1,Low Activity Rural,1232.0,5019.0,12771.0,25456.219723106155,0.24391218627762343,0.1885709096753443,1.4989065606361829,0.5716871501235198,231279527562.91666
Gujarat,Botad,1,Low Activity Rural,129.0,685.0,1022.0,8682.949824224992,0.15266419635273643,0.12539582341354438,1.495188492063492,0.6342786804635473,75838926176.31921
Gujarat,Chhotaudepur,1,Low Activity Rural,259.0,622.0,3353.0,11554.3837535014,0.16467068062359627,0.12689297222143842,1.4967261904761904,0.5150378865183807,101529411766.90524
Gujarat,Dahod,1,Low Activity Rural,1007.0,3828.0,11113.0,59595.73328152269,0.2686135068503296,0.20644690782609773,1.4968208092485549,0.5346667948798792,558448275867.3157
Gujarat,Devbhumi Dwarka,0,High Activity Urban,140.0,838.0,2870.0,18227.86102786103,0.14175367215712686,0.10950546201031904,1.4968571428571429,0.5058921489260455,173406593408.04642
Gujarat,Dohad,0,High Activity Urban,1492.0,445.0,1424.0,8402.318068614222,0.1257471249952563,0.09817808457482653,1.4958333333333333,0.5652263382647411,72000000001.90637
Gujarat,Gandhinagar,1,Low Activity Rural,1298.0,8480.0,10508.0,18478.361048762563,0.19882562448757052,0.15566259097929436,1.4987528344671204,0.5857392852720917,168119469029.21207
Gujarat,Gir Somnath,1,Low Activity Rural,329.0,903.0,2833.0,14820.088314080027,0.1630563118447638,0.1286844054998084,1.4955492424242423,0.5302402581987927,125414364644.61452
Gujarat,Jamnagar,1,Low Activity Rural,828.0,4387.0,9869.0,20553.421816754857,0.2210928667323976,0.17202043819400448,1.4989299610894942,0.4635103292676372,187480769233.63992
Gujarat,Junagadh,1,Low Activity Rural,675.0,4760.0,12578.0,26043.496134398298,0.18047153577715347,0.14418261271700955,1.4988601990870594,0.49871800949806366,244853195166.6776
Gujarat,Kachchh,1,Low Activity Rural,799.0,5757.0,10502.0,21943.243029630114,0.19541680770254768,0.15499215483751197,1.4989224137931034,0.5187152264290391,202930463578.82565
Gujarat,Kheda,1,Low Activity Rural,992.0,5628.0,15916.0,30186.75801635753,0.2082983787446513,0.16620655261668396,1.4990161001788909,0.5238105408508993,281986644410.59467
Gujarat,Mahesana,1,Low Activity Rural,725.0,8811.0,14922.0,35464.304006538616,0.17896064792617236,0.14195688755911165,1.4989700374531836,0.5801357327873469,337281021900.6059
Gujarat,Mahisagar,1,Low Activity Rural,224.0,762.0,2615.0,14201.759681759682,0.17269834563624664,0.14267972620628758,1.4968926553672315,0.5052454727212997,125621621624.28587
Gujarat,Morbi,1,Low Activity Rural,1299.0,2006.0,3373.0,11930.683765842125,0.16743208920010852,0.127061836128888,1.4950892857142857,0.7145444893570798,102477876108.60095
Gujarat,Narmada,1,Low Activity Rural,129.0,832.0,4582.0,34230.22579923988,0.16562207194680592,0.13112852634080852,1.495955882352941,0.40482927501404536,319436619722.3507
Gujarat,Navsari,1,Low Activity Rural,242.0,2529.0,4763.0,14919.34176257347,0.18213509038372963,0.14554040783819633,1.4986111111111111,0.40793165476391574,136707317075.29897
Gujarat,Panch Mahals,0,High Activity Urban,8.0,40.0,35.0,1794.871794871795,0.03376068375989102,0.02863247863178846,1.485897435897436,0.24334366437253352,16666666666.923077
Gujarat,Panchmahals,1,Low Activity Rural,646.0,3132.0,9535.0,26738.52917810932,0.23366130290215537,0.1807210541366994,1.4983532934131736,0.5998014679205973,242028985511.10086
Gujarat,Patan,1,Low Activity Rural,1408.0,2338.0,8108.0,14346.145064746634,0.22225058212891396,0.1697786467336703,1.4969237680885275,0.6806379097319836,117525773199.87909
Gujarat,Porbandar,1,Low Activity Rural,182.0,2167.0,2870.0,23825.63418382384,0.21451395897759165,0.16951750549381878,1.4966867469879517,0.5132290471652535,217356321842.5038
Gujarat,Rajkot,2,Moderate Balanced,1672.0,16445.0,24587.0,49966.557022703935,0.2237193451151495,0.17659284422969135,1.4990662139219015,0.5595174774588392,477853577374.3537
Gujarat,Sabar Kantha,0,High Activity Urban,23.0,71.0,96.0,1742.2222222222224,0.026666666665851848,0.026666666665851848,1.4926666666666668,0.34891113517887545,13333333334.113333
Gujarat,Sabarkantha,1,Low Activity Rural,524.0,3762.0,9737.0,21913.58940994155,0.22286600636796575,0.17387673131956727,1.4988589211618257,0.4453561518533596,200350194555.66452
Gujarat,Surat,2,Moderate Balanced,3488.0,37604.0,34878.0,53769.30913176235,0.2166801697333907,0.169809676727957,1.4993537015276146,0.5949961491763321,507612612617.1527
Gujarat,Surendra Nagar,1,Low Activity Rural,705.0,3414.0,8044.0,23735.43556178367,0.21638348323309248,0.16888138869172364,1.497201844477049,0.5861924708210325,219708222814.31595
Gujarat,Surendranagar,0,High Activity Urban,16.0,77.0,69.0,1810.1851851851852,0.046296296294830244,0.046296296294830244,1.4922535211267607,0.31912995948758444,16388888889.208334
Gujarat,Tapi,0,High Activity Urban,277.0,1191.0,3406.0,16972.609478900336,0.15245077075463273,0.12469312755822566,1.497355769230769,0.4459538532868812,154055299541.5957
Gujarat,The Dangs,1,Low Activity Rural,98.0,384.0,1583.0,26592.467403628118,0.22511519908366287,0.17205778130526614,1.4821428571428572,0.6360109135168056,243928571431.9627
Gujarat,Vadodara,2,Moderate Balanced,1115.0,11448.0,21336.0,31040.322041996475,0.23803832856544418,0.1844591955544967,1.499049352750809,0.4791528364488026,283449074078.48914
Gujarat,Valsad,1,Low Activity Rural,592.0,2389.0,5156.0,14675.40845622377,0.20155679622758066,0.15351222157866043,1.4977554918815665,0.6654826712333236,129316939893.43848
Haryana,Ambala,1,Low Activity Rural,420.0,2671.0,4403.0,18139.23549410275,0.20949789941591937,0.16239353295046327,1.496879021879022,0.6451344770905594,149955752216.98013
Haryana,Bhiwani,1,Low Activity Rural,465.0,3789.0,9575.0,35103.3722858958,0.24088957342334386,0.188695520859064,1.4982315112540192,0.6016300090523498,326394984330.08966
Haryana,Charkhi Dadri,1,Low Activity Rural,100.0,783.0,950.0,11083.727034120735,0.22088401375743671,0.17014068280525577,1.4955284552845527,0.43492641475548355,97086614175.50288
Haryana,Faridabad,2,Moderate Balanced,1581.0,9587.0,10694.0,59203.93397743224,0.2741085505450714,0.20926805255242467,1.4970744680851062,0.7695034521717407,550261780110.1705
Haryana,Fatehabad,1,Low Activity Rural,476.0,2454.0,7994.0,48911.85527400214,0.2597363456068966,0.19907947480536675,1.4962837837837837,0.5570024287833433,448867924534.23145
Haryana,Gurgaon,2,Moderate Balanced,828.0,19963.0,12229.0,74193.35401948098,0.2637656647141391,0.20434239993044565,1.4983870967741935,0.6807706005369935,711620111736.2642
Haryana,Hisar,1,Low Activity Rural,590.0,7039.0,11211.0,64872.85499462584,0.23532403970922305,0.18416865393002183,1.4968429487179487,0.713691509616234,611018518524.2745
Haryana,Jhajjar,1,Low Activity Rural,358.0,5384.0,8025.0,54652.420194981176,0.2007592919815943,0.1578608613798461,1.4950856915105621,0.6142760713292784,519219512199.261
Haryana,Jind,2,Moderate Balanced,445.0,5753.0,12031.0,120576.93187804784,0.2936613559026092,0.22799775101614309,1.495175438596491,0.6216433025679229,1152066115710.0273
Haryana,Kaithal,1,Low Activity Rural,279.0,5964.0,11297.0,106059.00488878936,0.24141510533679755,0.18553615120223108,1.4946157495256167,0.6504158753288899,1023241379316.3322
Haryana,Karnal,2,Moderate Balanced,549.0,8046.0,16212.0,109254.63201528304,0.27301981316724366,0.21248827009534518,1.49683908045977,0.6656506315483084,1039946236567.5508
Haryana,Kurukshetra,1,Low Activity Rural,281.0,2065.0,6814.0,38182.95957918051,0.2417335931141721,0.19534175040986312,1.4966867469879517,0.497074822510178,331918604659.0738
Haryana,Mahendragarh,2,Moderate Balanced,334.0,6495.0,8558.0,139790.00613510289,0.33137424964978324,0.2581360933462701,1.4878968253968254,0.49336140035551224,1348241758248.3635
Haryana,Mewat,2,Moderate Balanced,747.0,6285.0,8459.0,127357.13926978037,0.31044061160826864,0.23579878204665486,1.4921428571428572,0.7184613020635018,1195405405414.8635
Haryana,Palwal,1,Low Activity Rural,638.0,3339.0,4238.0,46039.597140014295,0.32724185048127385,0.25042036357524383,1.493452380952381,0.6252382634080134,404651162798.57715
Haryana,Panchkula,1,Low Activity Rural,185.0,3151.0,3519.0,27407.483416966177,0.22823865697127266,0.17613339212096868,1.4967948717948718,0.47958802583904747,247980295570.87454
Haryana,Panipat,2,Moderate Balanced,2096.0,9505.0,14049.0,25293.9945796951,0.2397940431267252,0.1876650597972956,1.4961805555555554,1.0432404660079448,222600000004.31888
Haryana,Rewari,1,Low Activity Rural,309.0,5804.0,10272.0,73240.64959752565,0.2520459208897957,0.19433238262740685,1.4968571428571429,0.562375693610504,696881720435.6224
Haryana,Rohtak,1,Low Activity Rural,303.0,1873.0,6523.0,33197.240572608214,0.19013545059662493,0.1497268484311505,1.4960007440476188,0.7080549765527386,305833333337.6025
Haryana,Sirsa,1,Low Activity Rural,422.0,6625.0,12257.0,97924.70822329313,0.28444682502221574,0.2154805495770793,1.4944554848966614,0.6144787858410191,924654088058.5193
Haryana,Sonipat,1,Low Activity Rural,507.0,4037.0,6900.0,31100.374425435715,0.26647112128947775,0.20348639485255726,1.4971876440756107,0.606413253430719,277460317465.7245
Haryana,Yamuna Nagar,1,Low Activity Rural,316.0,3980.0,7138.0,57962.84383819444,0.2752436316907858,0.21104641687087064,1.4956293706293706,0.5619674405144384,526158940405.7444
Haryana,Yamunanagar,0,High Activity Urban,4.0,64.0,80.0,3921.568627450981,0.0808823529393178,0.0808823529393178,1.4822580645161292,0.36684692022922905,36764705882.80882
Himachal Pradesh,Bilaspur,0,High Activity Urban,137.0,484.0,1826.0,7731.209523809524,0.10375628815373449,0.08916630036399087,1.4977366255144033,0.3563759021580069,67480000001.785
Himachal Pradesh,Chamba,1,Low Activity Rural,188.0,3058.0,4333.0,25957.98269111522,0.21375397782580746,0.16833210663035328,1.497598253275109,0.3909951599447632,241164658637.74805
Himachal Pradesh,Hamirpur,0,High Activity Urban,143.0,632.0,2525.0,6801.322115384615,0.06645463910922386,0.058992049615509634,1.4986040609137057,0.2993875424717921,63028846154.72352
Himachal Pradesh,Kangra,0,High Activity Urban,510.0,3693.0,9403.0,11106.748705256887,0.12618327520755188,0.10388242634680964,1.4994466800804829,0.35159495332638435,101000962465.74342
Himachal Pradesh,Kinnaur,0,High Activity Urban,18.0,105.0,534.0,5857.142857142857,0.038253968253008724,0.03063492063411349,1.4940217391304347,0.2078670602772273,56476190476.60159
Himachal Pradesh,Kullu,0,High Activity Urban,280.0,1213.0,3187.0,11668.436123055688,0.13963552429121992,0.11279680812034017,1.4981605351170568,0.35516019546776467,107564102565.69492
Himachal Pradesh,Lahaul and Spiti,0,High Activity Urban,1.0,5.0,5.0,1000.0,0.0,0.0,1.4388888888888889,0.0532938710021193,10000000000.0
Himachal Pradesh,Lahul & Spiti,0,High Activity Urban,5.0,41.0,50.0,2034.090909090909,0.017316017315625643,0.01406926406891878,1.4875,0.19059997778545926,20000000000.06818
Himachal Pradesh,Lahul and Spiti,0,High Activity Urban,5.0,28.0,62.0,2130.9523809523807,0.017460317459862436,0.01269841269805291,1.486904761904762,0.13216638510759662,21190476190.5
Himachal Pradesh,Mandi,0,High Activity Urban,283.0,1659.0,8135.0,13603.247261345852,0.10616190576661945,0.0884886791581608,1.49908940397351,0.34048669792231384,125211267607.59846
Himachal Pradesh,Shimla,0,High Activity Urban,251.0,1338.0,3707.0,7759.679057485272,0.11242744437341386,0.0940292237225227,1.4989543726235743,0.3212679601623651,68062157222.943855
Himachal Pradesh,Sirmaur,1,Low Activity Rural,154.0,2187.0,3925.0,31979.330881064983,0.18188934679817603,0.1454255218095013,1.4965625,0.47633350037223804,303583815031.66113
Himachal Pradesh,Solan,0,High Activity Urban,146.0,1036.0,3321.0,13718.011566825797,0.11915434685061878,0.09939560216357017,1.4977272727272726,0.39181584423709015,120474308303.24312
Himachal Pradesh,Una,0,High Activity Urban,149.0,996.0,3235.0,10455.225988700566,0.09502575835950583,0.08347009315105414,1.4983727810650886,0.3611499259518751,96016949154.06612
Jammu & Kashmir,Anantnag,3,High Mobility Transient,0.0,3.0,2.0,1000.0,0.0,0.0,,0.2904106097722082,10000000000.0
Jammu & Kashmir,Badgam,3,High Mobility Transient,0.0,2.0,0.0,1000.0,0.0,0.0,,0.1668212023203263,10000000000.0
