state,district,digital_inclusion_index,service_quality_score,aadhaar_maturity_index,citizen_engagement_index,total_enrolments,total_all_updates,overall_index,digital_rank,service_rank,maturity_rank,engagement_rank,overall_rank
Chhattisgarh,Bastar,46.055039368463184,48.218216750303526,88.25063059275938,29.36985882120638,1067.0,21741.0,52.97343638318311,492.0,852.0,737.0,287.0,691.0
Chhattisgarh,Bemetara,42.72658002971059,46.79903618355101,91.54533111824237,33.69439639972372,504.0,31181.0,53.69133593280693,925.0,943.0,324.0,19.0,452.0
Chhattisgarh,Bijapur,44.48216382465835,48.34290783763425,89.02807813016167,29.740764194040864,610.0,3916.0,52.89847849662378,772.0,839.0,682.0,257.0,709.0
Chhattisgarh,Bilaspur,44.05639741766592,46.288816647839134,91.354992227522,32.4902822450646,983.0,35336.0,53.54762213452292,829.0,973.0,372.0,66.0,513.0
Chhattisgarh,Dakshin Bastar Dantewada,45.28263959059059,53.925443623422225,90.57680405414983,26.513493004693434,255.0,2539.0,54.07459506821402,628.0,481.0,497.0,473.0,244.0
Chhattisgarh,Dantewada,45.6827675941442,55.45238964309294,91.26716691192158,22.65901247315189,87.0,2321.0,53.76533415557765,557.0,381.0,387.0,653.0,404.0
Chhattisgarh,Dhamtari,44.45536572827878,51.37337665393694,91.18017007617112,27.100542413879282,285.0,25254.0,53.52736371806653,778.0,657.0,404.0,437.0,523.0
Chhattisgarh,Durg,43.75994610935202,48.681052046082385,92.081707731576,29.388954982324957,351.0,21626.0,53.477915217333845,857.0,815.0,195.0,283.0,547.0
Chhattisgarh,Gariyaband,46.64765748933133,53.616775463440945,90.31176278414864,22.133545174329978,202.0,8338.0,53.17743522781272,377.0,503.0,535.0,676.0,647.0
Chhattisgarh,Gaurela-pendra-marwahi,47.26059724145038,52.774047374906495,90.41454872083587,26.69884901624453,31.0,1096.0,54.28701058835932,281.0,566.0,521.0,465.0,158.0
Chhattisgarh,Gaurella Pendra Marwahi,25.000000000000007,63.92835011732391,47.72302280193382,0.0,352.0,0.0,34.162843229814435,974.5,20.0,977.0,1050.5,975.0
Chhattisgarh,Janjgir - Champa,46.84510564803245,58.489007126330485,87.7972186534404,11.867925594244657,5.0,58.0,51.249814255512,345.0,135.0,770.0,893.0,859.0
Chhattisgarh,Janjgir Champa,48.84872327278927,58.33167657294243,82.58202034546976,6.584679975824776,3.0,49.0,49.08677504175655,74.0,154.0,897.0,955.0,916.0
Chhattisgarh,Janjgir-champa,42.603888309075046,45.71127119954915,93.43091183050772,34.46864800440959,567.0,35306.0,54.053679835885376,928.0,994.0,14.0,7.0,254.0
Chhattisgarh,Jashpur,44.40432219495097,47.52067671974114,92.53170678086235,32.381103503268655,320.0,15803.0,54.20945229970578,790.0,896.0,103.0,71.0,195.0
Chhattisgarh,Kabeerdham,45.067414077027344,51.156489088227595,85.94735981131112,26.79974493940004,117.0,4665.0,52.24275197899152,667.0,672.0,833.0,457.0,781.0
Chhattisgarh,Kanker,43.99503713363066,48.0346663075266,93.39313131694577,32.123808221977555,212.0,9370.0,54.386660745020144,834.0,864.0,15.0,90.0,126.0
Chhattisgarh,Kawardha,43.840474827150395,45.84947954304085,90.9298921339877,33.07473405910418,240.0,12668.0,53.42364514082078,848.0,989.0,442.0,41.0,562.0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,50.77255037977263,49.171803304772666,79.16550230587299,28.17750471853342,28.0,645.0,51.821840177237924,1.0,784.0,936.0,372.0,816.0
Chhattisgarh,Kondagaon,43.793009161667015,46.54648909063189,89.86566370423887,32.82092323539933,298.0,30414.0,53.25652129798428,853.0,961.0,603.0,55.0,618.0
Chhattisgarh,Korba,45.059795649801984,50.8016226763262,90.72791719368479,28.386974808257612,426.0,17500.0,53.744077582017646,670.0,689.0,478.0,361.0,414.0
Chhattisgarh,Koriya,45.867339918933894,53.17814409360339,90.36222852275402,23.333599757717998,162.0,7147.0,53.18532807325232,525.0,532.0,529.0,627.0,643.0
Chhattisgarh,Mahasamund,45.448028865096674,46.822791716530546,91.04792863519216,31.542664569491194,475.0,31813.0,53.715353446577645,602.0,941.0,426.0,132.0,434.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,50.106866866045664,52.19917342459804,80.8299496491052,21.27375958769832,71.0,854.0,51.102437381861805,3.0,604.0,923.0,697.0,869.0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,48.178475613122366,58.559979074281294,81.3463362400498,5.842155353695486,2.0,31.0,48.48173657028724,158.0,122.0,914.0,972.0,926.0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,50.55632717578103,47.9221855228485,89.72842163234832,30.91086154698439,38.0,1602.0,54.77944896949056,2.0,869.0,619.0,175.0,19.0
Chhattisgarh,Mungeli,41.7071922954802,46.94132592619609,89.2188893794412,32.76621153258584,344.0,19459.0,52.65840478342582,946.0,935.0,667.0,57.0,741.0
Chhattisgarh,Narayanpur,42.882545124615184,49.098870392664914,85.38900465978135,31.219618102017108,103.0,5093.0,52.14750956976964,918.0,787.0,851.0,150.0,789.0
Chhattisgarh,Raigarh,42.020126191715335,44.33911131971916,92.97017173338621,34.83266997031683,399.0,35978.0,53.54051980378438,943.0,1037.0,36.0,4.0,517.0
Chhattisgarh,Raipur,43.915994201276106,49.61249179416243,90.9863180620906,29.549921633678995,1374.0,38649.0,53.516181422802035,839.0,764.0,432.0,273.0,528.0
Chhattisgarh,Rajnandgaon,43.11650769533697,44.350496528721465,92.65418493306645,35.388181929433586,542.0,30387.0,53.87734277163962,909.0,1036.0,86.0,2.0,336.0
Chhattisgarh,Sakti,49.64049853169982,49.973165986062355,85.68385863390635,27.969693389083695,56.0,1926.0,53.31680413518806,6.0,743.0,843.0,386.0,600.0
Chhattisgarh,Sarangarh-Bilaigarh,49.44634150479313,50.49546349175624,87.01260379774475,27.91562764640002,30.0,1017.0,53.71750911017354,16.0,707.0,803.0,392.0,431.0
Chhattisgarh,Sukma,40.29163744533374,44.75817436591062,91.96488612383006,34.86749339255495,98.0,3215.0,52.97054783190734,963.0,1028.0,221.0,3.0,692.0
Chhattisgarh,Surajpur,43.6807774069518,46.96559559935064,93.5047111254097,33.95278703915523,218.0,9360.0,54.52596779271684,870.0,934.0,12.0,13.0,80.0
Chhattisgarh,Surguja,45.734678347035945,48.32379140966675,90.47681113382414,30.637001540251493,486.0,26921.0,53.79307060769459,547.0,843.0,515.0,195.0,388.0
Chhattisgarh,Uttar Bastar Kanker,45.26523477107564,52.411292600158134,92.85443332297753,28.545026710117796,111.0,4989.0,54.76899685108228,635.0,587.0,51.0,346.0,21.0
Dadra & Nagar Haveli,Dadra & Nagar Haveli,45.58356741482204,59.58595965296338,83.19369044698934,16.20714106849054,2.0,33.0,51.14258964581632,580.0,44.0,888.0,815.0,866.0
Dadra and Nagar Haveli,Dadra and Nagar Haveli,42.16695643029335,52.29480174001734,89.99532090479218,27.990184491351506,60.0,5707.0,53.11181589161359,939.0,598.0,584.0,383.0,668.0
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,48.41520900734347,52.72136649879476,85.09064638675757,19.885931939916475,11.0,858.0,51.528288458203065,132.0,569.0,858.0,729.0,840.0
Dadra and Nagar Haveli and Daman and Diu,Daman,48.865024420330634,54.55861988006395,82.3976976831047,14.15994436827961,8.0,93.0,49.99532158794472,70.0,436.0,901.0,844.0,902.0
Dadra and Nagar Haveli and Daman and Diu,Diu,25.000000000000007,58.48870984003841,48.06788481137359,4.662844257733251,1.0,15.0,34.05485972728631,974.5,136.0,975.5,985.0,976.0
Daman & Diu,Daman,46.67122702089277,56.55270952672891,92.72610926508814,17.838449330678166,4.0,121.0,53.447123785847005,371.0,327.0,71.0,777.0,555.0
Daman & Diu,Diu,25.000000000000007,58.54862298609843,65.12166523117958,11.473405622255171,1.0,114.0,40.0359234598833,974.5,125.0,967.0,901.0,969.0
Daman and Diu,Daman,45.42564246889905,57.20767244390068,94.48948579608856,21.705911519601024,1.0,321.0,54.70717805712233,607.0,285.0,4.0,687.0,29.0
Daman and Diu,Diu,46.81349076136505,58.89765585934453,89.5587258666322,16.02307249456416,5.0,154.0,52.82323624547649,347.0,72.0,634.0,818.0,720.0
Darbhanga,Near University Thana,,92.49863828242022,,0.0015886705097362805,0.0,1.0,,,6.5,,1030.0,
Delhi,Central Delhi,44.32984073406306,46.96742554683626,91.00138589829574,30.313501095297347,629.0,10544.0,53.1530383186231,798.0,933.0,429.0,217.0,657.0
Delhi,East Delhi,44.75824211795284,45.35962415873059,89.96662879924365,32.442847835205306,1095.0,40597.0,53.13183572778309,732.0,1011.0,589.0,68.0,659.0
Delhi,Najafgarh,39.950761384053905,59.71199772075912,89.93329780357061,23.947709897464414,4.0,240.0,53.385941701462016,964.0,39.0,595.0,594.0,575.0
Delhi,New Delhi,46.279648391066765,51.708143496009825,87.03637218113896,20.415770728996012,122.0,1314.0,51.359983699302894,448.0,636.0,802.0,714.0,852.0
Delhi,North Delhi,43.23600649506747,43.46189472887455,91.80492025394244,34.04138879879348,305.0,7375.0,53.13605256916948,900.0,1052.0,260.0,12.0,658.0
Delhi,North East,40.69708792289782,46.259452910242985,91.30119402911875,33.10563456079061,209.0,5923.0,52.84084235576254,962.0,977.0,381.0,39.0,715.0
Delhi,North East Delhi,43.846729699494354,43.196057544223564,89.73169711008362,34.62088163182575,740.0,52267.0,52.84884149640682,844.0,1053.0,617.0,5.0,714.0
Delhi,North West Delhi,43.80678356745017,44.1333123946816,90.74925408890671,33.52065198713155,2140.0,82154.0,53.05250050954251,851.0,1041.0,474.0,26.0,674.0
Delhi,Shahdara,48.481340668149386,45.64878940868667,88.21988725022324,28.999706158382338,64.0,6572.0,52.837430871360404,126.0,998.0,739.0,314.0,716.0
Delhi,South Delhi,44.58324176029228,44.4194806838628,91.72381883142153,33.801336955823416,1493.0,43751.0,53.631969557850006,758.0,1035.0,282.0,15.0,482.0
Delhi,South East Delhi,46.3465628499989,50.20567856327848,81.60631187286052,26.113134099414165,2.0,174.0,51.06792184638802,432.0,726.0,912.0,501.0,871.0
Delhi,South West Delhi,45.79619827241788,48.33379165322009,91.30251108090368,29.44558402374913,1550.0,33332.0,53.719521257572694,538.0,841.0,380.0,279.0,429.0
Delhi,West Delhi,45.04289793703474,44.87735515067994,88.16889065723826,33.4189721844517,2397.0,36559.0,52.877028982351156,674.0,1025.0,743.0,28.0,712.0
Goa,Bardez,,57.97814200122134,,11.312767290236582,0.0,10.0,,,205.0,,903.0,
Goa,Bicholim,,92.49863828242022,,0.0015886705097362805,0.0,1.0,,,6.5,,1030.0,
Goa,North Goa,46.80396391879498,56.30673990378505,91.28916128644775,21.435483262219773,151.0,7533.0,53.95883709281189,349.0,340.0,383.0,692.0,298.0
Goa,South Goa,47.12009234465119,56.26555256210595,89.54662312965972,20.632367180251997,127.0,4538.0,53.39115880416722,307.0,343.0,636.0,709.0,573.0
Gujarat,Ahmadabad,48.20008628768811,56.83082096074785,90.23839218871656,15.328246211599325,907.0,2364.0,52.649386412187965,156.0,308.0,543.0,825.0,743.0
Gujarat,Ahmedabad,45.445283610072174,48.114085362076416,91.7542784037212,29.742622685321223,2462.0,73580.0,53.764067515297754,603.0,859.0,272.0,256.0,405.0
Gujarat,Amreli,45.65107817787761,53.50084882920338,91.91584168423964,24.83648462945176,598.0,7362.0,53.9760633301931,567.0,508.0,233.0,556.0,289.0
Gujarat,Anand,46.059373959316254,54.628872843976595,90.7399991391019,22.91226964773329,696.0,17422.0,53.585128897532016,489.0,430.0,477.0,644.0,500.0
Gujarat,Arvalli,46.17370448990062,55.65521219165109,90.52447020512022,21.550368896154488,206.0,3504.0,53.4759389457066,467.0,371.0,508.0,690.0,548.0
Gujarat,Banas Kantha,48.64082143693487,58.038810662835026,81.97728448351117,6.95312879992558,640.0,68.0,48.90251134580166,108.0,193.0,906.0,951.0,918.0
Gujarat,Banaskantha,44.427177314645405,47.29021231079662,91.95395723347814,31.11799542126139,1984.0,19812.0,53.69733557004539,782.0,913.0,225.0,156.0,447.0
Gujarat,Bharuch,46.230020046855664,53.192601820753396,90.63315548708663,23.96926761894977,446.0,12197.0,53.506261243411366,455.0,530.0,492.0,592.0,533.0
Gujarat,Bhavnagar,45.023936545912605,51.14394889825368,91.52472414289834,27.836476688890176,1232.0,17790.0,53.8822715689887,681.0,674.0,329.0,398.0,333.0
Gujarat,Botad,47.03073670888048,54.729931003048534,88.58273501978435,20.050399212989515,129.0,1707.0,52.598450486175715,320.0,421.0,715.0,728.0,748.0
Gujarat,Chhotaudepur,46.05964150679798,55.120569434237744,90.95599904379965,22.278819434290043,259.0,3975.0,53.60375735478135,488.0,400.0,438.0,669.0,492.0
Gujarat,Dahod,43.52396988351048,47.28916665703247,91.49269034775394,30.41072790062671,1007.0,14941.0,53.179138697230904,882.0,914.0,337.0,210.0,646.0
Gujarat,Devbhumi Dwarka,46.85388469067535,55.578356850671,88.88389033587838,19.79489050973194,140.0,3708.0,52.77775559673917,344.0,374.0,689.0,732.0,726.0
Gujarat,Dohad,47.502327627617284,54.830878914206394,89.1194104416138,18.88127558916262,1492.0,1869.0,52.583473143150016,252.0,415.0,673.0,753.0,750.0
Gujarat,Gandhinagar,46.702627329882574,52.91106557463537,89.7649338771037,23.502699995946035,1298.0,18988.0,53.22033169439192,369.0,554.0,615.0,616.0,632.0
Gujarat,Gir Somnath,46.32643760756391,53.657802260506074,90.92006314033695,23.05728907325024,329.0,3736.0,53.4903980204143,438.0,501.0,445.0,642.0,542.0
Gujarat,Jamnagar,46.49265112416256,52.20191696444021,90.67129090375202,25.146115638578852,828.0,14256.0,53.62799365773341,408.0,603.0,488.0,546.0,484.0
Gujarat,Junagadh,46.10650821819483,54.71481369517902,90.7554815226098,23.59100702805606,675.0,17338.0,53.79195261600993,478.0,424.0,472.0,615.0,390.0
Gujarat,Kachchh,46.18877411523201,53.07908443493125,90.6603680010946,23.81590157327108,799.0,16259.0,53.436032031132235,463.0,540.0,491.0,605.0,557.0
Gujarat,Kheda,45.43769945068061,53.069955940249265,91.60059591166143,25.721200458597878,992.0,21544.0,53.957362940297294,604.0,544.0,309.0,522.0,299.0
Gujarat,Mahesana,46.19491503160127,53.6959219226409,90.55233578227993,22.908691659212046,725.0,23733.0,53.337966098933535,461.0,497.0,501.0,645.0,593.0
Gujarat,Mahisagar,44.79887060377836,55.30549184828672,91.51760904952928,23.657092572874745,224.0,3377.0,53.81976601861728,727.0,392.0,332.0,610.0,372.0
Gujarat,Morbi,46.6115601853387,52.06332136469453,88.27813254751285,21.28242324920588,1299.0,5379.0,52.058859336687995,387.0,614.0,734.0,696.0,797.0
Gujarat,Narmada,45.50578266079596,55.775332469370824,92.25860791232357,23.225613343712507,129.0,5414.0,54.19133409655071,596.0,364.0,151.0,637.0,204.0
Gujarat,Navsari,46.709552773724376,54.26463212401038,90.37279107300954,22.175103692743043,242.0,7292.0,53.38051991587184,366.0,457.0,527.0,673.0,577.0
Gujarat,Panch Mahals,48.92594085423573,57.632649574056835,85.20947710852627,9.06105710323728,8.0,75.0,50.207281160014034,65.0,239.0,856.0,925.0,897.0
Gujarat,Panchmahals,43.84224843772929,51.92735537274736,91.6924921756323,28.099226117704486,646.0,12667.0,53.89033052595335,846.0,623.0,288.0,375.0,326.0
Gujarat,Patan,45.557315548670104,51.46149645745665,90.37345517660782,26.31487811851116,1408.0,10446.0,53.42678632531143,586.0,650.0,526.0,482.0,561.0
Gujarat,Porbandar,45.849070232527936,52.61620264581656,91.4319915764996,25.09348551914065,182.0,5037.0,53.74768749349619,527.0,579.0,351.0,550.0,411.0
Gujarat,Rajkot,46.23849462209509,51.81723349643016,90.69715798120554,26.029865552827097,1672.0,41032.0,53.69568791313947,452.0,627.0,484.0,504.0,450.0
Gujarat,Sabar Kantha,49.282426355981336,57.67101029845977,85.97848283336126,9.764874239011412,23.0,167.0,50.674198431703445,29.0,232.0,832.0,919.0,887.0
Gujarat,Sabarkantha,45.64365903762996,52.56927266686066,91.6874809177173,26.21603492474953,524.0,13499.0,54.02911188673936,569.0,581.0,289.0,492.0,269.0
Gujarat,Surat,47.07173165841741,50.47107181634443,90.17557462428496,25.557525819867642,3488.0,72482.0,53.318975979728606,312.0,708.0,558.0,532.0,598.0
Gujarat,Surendra Nagar,45.738713251478124,52.0924834743115,89.95323988565275,25.168314653200195,705.0,11458.0,53.23818781616064,546.0,613.0,591.0,545.0,625.0
Gujarat,Surendranagar,48.93413098084728,58.14920399600994,85.75164973035493,10.516851976778996,16.0,146.0,50.837959170997784,64.0,175.0,839.0,912.0,879.0
Gujarat,Tapi,46.10199274914162,55.39022579777879,91.43250911500326,22.50702585990673,277.0,4597.0,53.8579383804576,480.0,385.0,350.0,661.0,350.0
Gujarat,The Dangs,43.33661378191041,50.682062872287986,91.22081109872563,27.71489280521555,98.0,1967.0,53.2385951395349,895.0,697.0,399.0,407.0,624.0
Gujarat,Vadodara,45.90591772679091,50.213774529444784,91.16583035681084,27.200396624626812,1115.0,32784.0,53.62147980941834,518.0,725.0,405.0,430.0,485.0
Gujarat,Valsad,45.86814307884274,53.16305304207325,89.47747668185178,24.268569236891185,592.0,7545.0,53.194310509914736,524.0,533.0,646.0,578.0,641.0
Haryana,Ambala,44.943288651533116,53.34416613926853,90.9068987273397,25.9603627675623,420.0,7074.0,53.7886790714259,700.0,519.0,450.0,510.0,393.0
Haryana,Bhiwani,44.1096717733173,53.71113058775479,91.73120712279548,28.572815063693348,465.0,13364.0,54.531206136890226,825.0,495.0,279.0,343.0,75.0
Haryana,Charkhi Dadri,47.46567871258089,55.46187635875695,88.06570992286271,23.827944256459556,100.0,1733.0,53.705302312665026,256.0,379.0,753.0,604.0,439.0
Haryana,Faridabad,46.02629714067438,48.217934223002906,89.42439957247815,29.98148153820974,1581.0,20281.0,53.4125281185913,496.0,853.0,648.0,231.0,564.0
Haryana,Fatehabad,43.10209745673937,50.88430734735147,91.54303347441943,30.87234753639922,476.0,10448.0,54.10044645372737,910.0,684.0,325.0,180.0,236.0
Haryana,Gurgaon,46.45742587839485,48.497879035760896,90.09022840459377,28.17876739697695,828.0,32192.0,53.306075178931614,411.0,829.0,571.0,371.0,603.0
Haryana,Hisar,44.312418635296325,50.95964008290379,90.93925522044475,28.51203280937527,590.0,18250.0,53.68083668700504,800.0,683.0,440.0,349.0,460.0
Haryana,Jhajjar,44.62335593709972,54.17680476773596,91.9680714306,27.015129137895382,358.0,13409.0,54.44584031833276,754.0,461.0,219.0,443.0,109.0
Haryana,Jind,42.15814044715844,49.17286692324903,91.37748995087436,33.03063830972876,445.0,17784.0,53.934783907752646,940.0,783.0,364.0,44.0,309.0
Haryana,Kaithal,43.38032092805324,50.791123855837505,91.52822231280851,29.303354023669126,279.0,17261.0,53.75075528009209,891.0,690.0,328.0,293.0,409.0
Haryana,Karnal,42.05641544451192,53.179654580493505,92.23892128835938,32.54572865103854,549.0,24258.0,55.00517999110083,942.0,531.0,154.0,63.0,3.0
Haryana,Kurukshetra,42.49537015833225,51.425806224473995,92.1867210828389,29.317765893225396,281.0,8879.0,53.85641583971763,934.0,656.0,172.0,291.0,352.0
Haryana,Mahendragarh,41.08703514666208,47.23906322969125,93.03632004130216,35.515677154987536,334.0,15053.0,54.219523893160755,958.0,920.0,32.0,1.0,193.0
Haryana,Mewat,42.61973954634315,44.53308514064891,91.58964381280059,33.71321259308852,747.0,14744.0,53.113920273220295,927.0,1031.0,311.0,18.0,665.0
Haryana,Palwal,43.796760339479256,44.861553262662945,91.26259156065296,34.109428757259984,638.0,7577.0,53.50758348001379,852.0,1026.0,388.0,11.0,532.0
Haryana,Panchkula,46.650679464268926,51.76060389752202,89.60890809172591,26.000418379992638,185.0,6670.0,53.50515245837737,375.0,632.0,628.0,508.0,534.0
Haryana,Panipat,44.55292900475475,50.65365399572482,87.88422013232429,27.71371627909087,2096.0,23554.0,52.70112985297368,762.0,699.0,766.0,408.0,733.0
Haryana,Rewari,44.22430547567836,51.32083163180906,91.68445469890794,29.02179542577587,309.0,16076.0,54.06284680804281,810.0,662.0,290.0,310.0,252.0
Haryana,Rohtak,44.50457667737146,53.953445147097206,90.57471459532532,25.51397164735835,303.0,8396.0,53.636677016788084,771.0,479.0,498.0,533.0,481.0
Haryana,Sirsa,43.55461279786964,48.55715308811181,90.53218817203413,31.672892624794528,422.0,18882.0,53.57921167070252,878.0,823.0,507.0,119.0,503.0
Haryana,Sonipat,44.05374258704758,50.8421320795255,91.90345676889655,30.793631962540697,507.0,10937.0,54.398240849502585,830.0,686.0,237.0,185.0,125.0
Haryana,Yamuna Nagar,43.48483704790969,48.76990098904201,91.93201571116428,31.405727331266434,316.0,11118.0,53.8981202698456,883.0,808.0,230.0,141.0,323.0
Haryana,Yamunanagar,46.43179589117587,58.73895569334914,89.0691792532668,14.7381198654069,4.0,144.0,52.244512675799676,415.0,98.0,679.0,837.0,780.0
Himachal Pradesh,Bilaspur,47.19434599444809,58.34068725539292,92.3990453887446,19.390120382247105,137.0,2310.0,54.331049755208184,298.0,151.0,128.0,741.0,140.0
Himachal Pradesh,Chamba,46.51795096836373,53.59070596038103,91.08132684318869,26.133080029685946,188.0,7391.0,54.330765950404846,406.0,506.0,418.0,500.0,142.0
Himachal Pradesh,Hamirpur,48.28099977854521,58.86164286686304,91.55035087919836,16.47905520260544,143.0,3157.0,53.793012181803014,144.0,80.0,321.0,811.0,389.0
Himachal Pradesh,Kangra,47.061784111013175,57.74876615388438,91.58660762510814,20.136669201850346,510.0,13096.0,54.13345677296401,314.0,226.0,313.0,723.0,224.0
Himachal Pradesh,Kinnaur,49.165166568272475,58.78612710229894,91.06362359726533,14.425497461568312,18.0,639.0,53.360103682351266,43.0,90.0,419.0,842.0,591.0
Himachal Pradesh,Kullu,47.488686983353276,56.211456164587275,90.76863231884367,20.43381422477461,280.0,4400.0,53.72564742288971,255.0,344.0,471.0,713.0,423.0
Himachal Pradesh,Lahaul and Spiti,47.222746888075655,58.71729029391845,81.87878391593009,6.252126906817004,1.0,10.0,48.5177370011853,291.0,101.0,908.0,960.0,925.0
Himachal Pradesh,Lahul & Spiti,49.14348260396573,58.66928701490929,87.3039654315735,9.015551254471525,5.0,91.0,51.033071576230014,45.0,106.0,791.0,927.0,872.0
Himachal Pradesh,Lahul and Spiti,49.35041506141296,58.877242970281486,87.28857345663214,10.2294663811731,5.0,90.0,51.43642446737492,21.0,75.0,792.0,916.0,848.0
Himachal Pradesh,Mandi,47.082911091507036,58.03706539256102,92.37938411915985,20.193702296781403,283.0,9794.0,54.423265725002324,311.0,195.0,131.0,722.0,115.0
Himachal Pradesh,Shimla,47.57506506616031,57.79381392421953,90.70204009149087,18.50366894539408,251.0,5045.0,53.6436470068162,240.0,221.0,482.0,760.0,478.0
Himachal Pradesh,Sirmaur,46.34927807580239,55.07220890044265,90.12633111799695,23.441991509421815,154.0,6112.0,53.747452400915954,431.0,403.0,566.0,622.0,412.0
Himachal Pradesh,Solan,46.476283049567485,57.12167441700559,92.0664431926333,20.357728457700702,146.0,4357.0,54.00553227922677,409.0,289.0,199.0,715.0,279.0
Himachal Pradesh,Una,47.3101336175151,58.12267576912221,92.54366170007867,19.32105202215487,149.0,4231.0,54.32438077721771,271.0,178.0,101.0,746.0,146.0
Jammu & Kashmir,Anantnag,,57.400968570017326,,5.002019259555551,0.0,5.0,,,271.0,,983.0,
Jammu & Kashmir,Badgam,,58.59434500956142,,0.0015886705097362805,0.0,2.0,,,117.0,,1030.0,
Jammu & Kashmir,Baramula,45.77002929994907,59.79871402735537,79.18068270464101,7.3592256389533,6.0,16.0,48.02716291772469,542.0,34.0,934.0,946.0,933.0
Jammu & Kashmir,Doda,37.5,61.36573423847713,67.9416727643002,4.16808460454467,1.0,2.0,42.7438729018305,967.0,24.0,964.0,993.0,963.0
Jammu & Kashmir,Jammu,49.2193033585173,58.866101638254214,82.25476234230396,6.449380084719462,8.0,45.0,49.197386855948736,39.0,77.0,903.0,956.0,915.0
Jammu & Kashmir,Kargil,41.66706016605675,61.089908423284314,67.83977880576856,3.126063453408502,2.0,2.0,43.43070271212953,950.5,25.0,965.0,1003.0,961.0
Jammu & Kashmir,Kathua,37.5,60.616046292175504,63.26238357359833,7.74012334348401,2.0,6.0,42.27963830231446,967.0,27.0,969.0,940.0,966.0
Jammu & Kashmir,Kupwara,,59.625380716429106,,6.252126906817004,0.0,2.0,,,41.0,,960.0,
Jammu & Kashmir,Leh (ladakh),37.50059024908512,60.54233973579312,63.42817054841869,0.0011915028823022103,1.0,3.0,40.36807300904481,965.0,29.0,968.0,1042.0,968.0
Jammu & Kashmir,Pulwama,41.66706016605675,63.24877857341547,68.42116201952268,0.0005295568365787602,2.0,1.0,43.33438257895787,950.5,21.0,962.0,1045.0,962.0
Jammu & Kashmir,Punch,,58.38222488079018,,0.0015886705097362805,0.0,3.0,,,147.0,,1030.0,
Jammu & Kashmir,Rajauri,,57.51898814566381,,6.252126906817004,0.0,2.0,,,253.0,,960.0,
Jammu & Kashmir,Srinagar,,58.50976846333927,,0.0015886705097362805,0.0,2.0,,,132.5,,1030.0,
Jammu and Kashmir,Anantnag,44.94862481216546,49.94821962804757,91.51503191496369,28.778825930231623,360.0,8944.0,53.79767557135209,698.0,744.0,333.0,325.0,387.0
Jammu and Kashmir,Badgam,46.90694197367417,52.2719829908941,87.83562792441901,23.38833696795636,347.0,2036.0,52.60072246423591,336.0,599.0,767.0,625.0,747.0
Jammu and Kashmir,Bandipore,44.467695952112365,48.42416952811721,89.77562875968367,29.850159322912603,235.0,2886.0,53.12941339070646,774.0,834.0,613.0,245.0,661.0
Jammu and Kashmir,Bandipur,,57.498638282420224,,0.0015886705097362805,0.0,1.0,,,258.0,,1030.0,
Jammu and Kashmir,Baramula,43.36463914322296,50.15877021249498,92.42102754891008,30.520225295186535,460.0,11913.0,54.116165549953635,892.0,730.0,122.0,204.0,231.0
Jammu and Kashmir,Budgam,44.5472154999118,53.142127478831576,91.88270806603462,25.913481303200438,105.0,9217.0,53.871383086994605,763.0,534.0,241.0,512.0,341.0
Jammu and Kashmir,Doda,44.47631554140888,54.168861769074496,90.23770090113636,24.010098372516296,286.0,7992.0,53.22324414603401,773.0,463.0,544.0,590.0,628.0
Jammu and Kashmir,Ganderbal,43.74006543686202,51.88312575422551,91.89181611484415,28.840389964179156,53.0,1077.0,54.08884931752771,864.0,626.0,239.0,319.0,239.0
Jammu and Kashmir,Jammu,44.12171271903008,54.61395978632821,92.67995146233488,26.548415960608036,576.0,15525.0,54.4910099820753,823.0,432.0,78.0,469.0,92.0
Jammu and Kashmir,Kargil,47.04293369005115,58.13172704694024,88.66168624324678,17.294452293006398,51.0,429.0,52.782699818311144,316.0,176.0,709.0,788.0,725.0
Jammu and Kashmir,Kathua,43.15668224631791,52.34387239178878,92.78472507721617,29.482683112498353,389.0,8121.0,54.4419907069553,905.0,591.0,64.0,277.0,110.0
Jammu and Kashmir,Kishtwar,43.230551811996186,50.74282691688836,90.07577534254457,27.635541809390364,163.0,2610.0,52.92117397020487,902.0,695.0,575.0,412.0,701.0
Jammu and Kashmir,Kulgam,43.84202859308287,51.963114926566455,89.09282859871306,26.708525888127877,129.0,5502.0,52.901624501622564,847.0,621.0,678.0,464.0,706.0
Jammu and Kashmir,Kupwara,44.22389084660883,48.706936293058426,92.04830510380943,31.753353097066203,410.0,8407.0,54.183121335135716,811.0,812.0,202.0,113.0,207.0
Jammu and Kashmir,Leh,47.79030289530585,58.25862875813103,90.14779838004883,16.19113987863155,30.0,288.0,53.09696747802932,209.0,167.0,562.0,817.0,671.0
Jammu and Kashmir,Pulwama,44.418547808280536,52.918101683268986,90.32643593108567,27.02445132936596,142.0,5215.0,53.67188418800029,786.0,550.0,532.0,441.0,464.0
